date,category,description,amount
2026-05-06,Маркетинг,Блогер — интеграция,99989.8
2026-02-08,IT,Разработка сайта,45575.48
2026-01-11,Зарплаты,Оклад — менеджер,141617.5
2026-01-31,Аренда,Аренда склада,248570.76
2026-06-28,Зарплаты,Премия квартальная,144480.62
2026-03-08,Маркетинг,Контент для соцсетей,33393.74
2026-05-30,Логистика,Доставка по Москве,30233.27
2026-04-12,Офис,Вода и кофе,7865.64
2026-02-23,Аренда,Коммунальные услуги офис,162729.33
2026-02-07,IT,CRM — подписка,19665.24
2026-06-16,Зарплаты,Оклад — менеджер,94059.23
2026-03-24,Зарплаты,Оклад — менеджер,101142.11
2026-03-17,Офис,Канцелярия,5308.61
2026-01-27,Зарплаты,Оклад — маркетолог,150039.27
2026-02-28,Закупка товара,Сертификация товара,110581.72
2026-01-29,Закупка товара,Закупка — расходники упаковка,273945.44
2026-04-09,IT,Техподдержка,42458.56
2026-02-05,Аренда,Парковка,108560.49
2026-02-22,Закупка товара,Закупка — новый поставщик,343159.38
2026-03-12,Логистика,Доставка Boxberry,32767.81
2026-06-12,Логистика,Курьерская служба,12955.71
2026-03-24,Закупка товара,Закупка — новый поставщик,239228.51
2026-01-26,Зарплаты,Премия квартальная,39108.89
2026-01-25,Маркетинг,Реклама Telegram,14438.94
2026-06-13,Зарплаты,Премия квартальная,93665.7
2026-06-24,Закупка товара,Закупка — образцы,149660.33
2026-03-21,IT,Разработка сайта,62108.67
2026-05-18,Логистика,Доставка Почта России,33526.43
2026-02-04,Зарплаты,Премия квартальная,42209.77
2026-03-22,Логистика,Транспортировка со склада,39951.94
2026-01-26,Маркетинг,Яндекс.Директ,49165.36
2026-03-03,Аренда,Коммунальные услуги офис,120848.5
2026-04-09,Офис,Обеды для команды,21598.78
2026-04-02,Аренда,Аренда склада,245712.12
2026-05-04,Офис,Уборка офиса,19455.2
2026-06-27,Аренда,Аренда офиса,189777.29
2026-06-15,Аренда,Парковка,235113.83
2026-05-22,Маркетинг,Таргет ВКонтакте,53585.9
2026-04-29,Логистика,Доставка по Москве,9668.64
2026-04-18,IT,Телефония,49672.15
2026-05-26,IT,CRM — подписка,34726.01
2026-05-25,Офис,Новогодний корпоратив,21141.99
2026-06-11,Логистика,Экспресс-доставка,1148.04
2026-06-29,IT,Телефония,54284.91
2026-06-13,Зарплаты,Оклад — бухгалтер,60989.21
2026-03-19,Закупка товара,Закупка — новый поставщик,8801.78
2026-06-02,Логистика,Экспресс-доставка,19791.2
2026-06-13,Аренда,Аренда склада,49486.36
2026-01-18,Логистика,Доставка Почта России,39248.11
2026-03-20,Маркетинг,Промо-акция,109792.46
2026-06-18,Закупка товара,Закупка — новый поставщик,103030.71
2026-05-25,Офис,Ремонт офиса,22533.14
2026-06-24,Закупка товара,Таможенные сборы,95675.46
2026-01-11,Офис,Подарки сотрудникам,20474.45
2026-04-28,Маркетинг,Промо-акция,44723.21
2026-01-07,Зарплаты,Подработка — сезон,48365.46
2026-02-24,Маркетинг,Контент для соцсетей,72784.76
2026-03-20,Аренда,Парковка,207353.28
2026-05-24,IT,Техподдержка,53560.75
2026-04-17,Офис,Ремонт офиса,8031.22
2026-01-10,Закупка товара,Закупка — образцы,65567.08
2026-03-04,Аренда,Аренда офиса,104262.35
2026-05-13,Маркетинг,Промо-акция,105216.11
2026-06-30,Маркетинг,Реклама Telegram,58270.7
2026-01-06,IT,Техподдержка,71769.71
2026-04-20,Аренда,Коммунальные услуги офис,22687.83
2026-06-16,IT,CRM — подписка,55486.22
2026-01-23,Зарплаты,Оклад — курьер,101454.61
2026-01-19,Закупка товара,Закупка — поставщик Китай,164447.78
2026-05-09,Офис,Вода и кофе,8617.3
2026-03-27,Зарплаты,Оклад — менеджер,52800.9
2026-06-27,Маркетинг,Дизайн баннеров,70234.51
2026-04-03,Зарплаты,Оклад — кладовщик,117828.16
2026-02-11,Офис,Вода и кофе,2425.57
2026-03-27,Офис,Канцелярия,1739.17
2026-06-02,Маркетинг,Промо-акция,59492.56
2026-04-12,Зарплаты,Подработка — сезон,27776.86
2026-02-14,Закупка товара,Закупка — расходники упаковка,282857.74
2026-03-29,Логистика,Доставка СДЭК,42727.65
2026-05-15,IT,Антивирус — лицензия,2622.47
2026-01-11,Логистика,Доставка СДЭК,24377.25
2026-04-12,Логистика,Экспресс-доставка,34024.23
2026-02-15,Логистика,Возврат товара — доставка,43757.45
2026-01-16,Маркетинг,Таргет ВКонтакте,45751.7
2026-06-22,Маркетинг,Реклама Telegram,24087.46
2026-06-23,Офис,Мебель,13238.83
2026-05-01,Аренда,Аренда шоурума,195108.82
2026-01-13,Аренда,Аренда склада,184297.19
2026-03-15,Закупка товара,Закупка — поставщик РФ,56949.15
2026-06-21,Закупка товара,Закупка — допартия,271611.55
2026-01-25,Офис,Новогодний корпоратив,14363.49
2026-05-18,Офис,Ремонт офиса,6901.92
2026-05-06,Закупка товара,Закупка — новый поставщик,66562.55
2026-05-11,IT,Хостинг сайта,29706.49
2026-01-31,Офис,Канцелярия,6703.51
2026-03-18,Аренда,Парковка,213020.28
2026-06-24,Закупка товара,Закупка — новый поставщик,153987.54
2026-02-25,Логистика,Доставка Почта России,33778.14
2026-03-03,Логистика,Курьерская служба,14642.81
2026-06-10,IT,Хостинг сайта,47809.93
2026-05-28,Аренда,Коммунальные услуги склад,67191.8
2026-06-20,Офис,Новогодний корпоратив,12410.64
2026-06-03,IT,CRM — подписка,27552.79
2026-05-10,Аренда,Коммунальные услуги склад,64549.79
2026-04-27,Офис,Ремонт офиса,17176.67
2026-04-07,Офис,Обеды для команды,13872.85
2026-06-19,Маркетинг,Email-рассылка,80808.81
2026-04-23,Зарплаты,Оклад — менеджер,132768.46
2026-04-27,Закупка товара,Закупка — сезонная коллекция,208836.67
2026-05-03,Зарплаты,Оклад — бухгалтер,72644.67
2026-05-28,Офис,Уборка офиса,17246.38
2026-02-05,Зарплаты,Оклад — курьер,81109.45
2026-01-23,Закупка товара,Закупка — образцы,258207.04
2026-03-26,Аренда,Аренда шоурума,176960.62
2026-06-15,Логистика,Доставка Почта России,9540.56
2026-06-11,Закупка товара,Закупка — расходники упаковка,170148.17
2026-04-21,Зарплаты,Оклад — менеджер,64077.25
2026-01-17,IT,Антивирус — лицензия,67621.46
2026-02-09,Закупка товара,Закупка — поставщик РФ,309753.05
2026-05-26,Маркетинг,Дизайн баннеров,55598.29
2026-01-24,Логистика,Транспортировка со склада,14145.66
2026-03-28,Логистика,Доставка СДЭК,18595.86
2026-04-24,Маркетинг,Блогер — интеграция,146184.47
2026-04-29,Аренда,Аренда шоурума,152609.11
2026-02-04,Зарплаты,Оклад — дизайнер,97540.64
2026-01-29,IT,Разработка сайта,2122.04
2026-05-15,IT,Техподдержка,26142.05
2026-03-29,Логистика,Транспортировка со склада,1046.18
2026-05-25,Офис,Уборка офиса,9120.74
